text,tags
"Тонкий, не размазывается в течение дня.
Странный материал карандаша, ломается кусками, очень тяжело смывается 
Действительно супер- тонкий!!! Очень удобно межресничку прокрашивать!
Хороший карандашик.
Стержень ломается, ещё  ни разу не смогла сделать  стрелку.
Из плюсов:
-удобно рисовать
-хорошая стойкость

Минусы:
-у меня по какой-то причине стержень ломается

Несмотря на то, что в использовании карандаш понравился, повторно не возьму, т.к. из-за ломкости стержня получается очень большой расход


Супер тоненький
Идеальный карандаш для стрелок и прорисовки мелких деталей 
Разочарование, постоянно ломается.
Из плюсов:
-удобно рисовать
-хорошая стойкость

Минусы:
-у меня по какой-то причине стержень ломается

Несмотря на то, что в использовании карандаш понравился, повторно не возьму, т.к. из-за ломкости стержня получается очень большой расход
Не отпечатывается, не сыпется, отлично держится в течение дня. 
Очень тонкий, хорошо подошёл под ресничного века 
","[""Подсушивает"", ""Не сушит""]"
"Хороший карандаш ,прекрасно прорисовывает .
Классика и мой любимый карандашик. Беру уже второй раз, из всех карандашей перепробованных мной — этот топ!
Удобный, мягкий
Карандаш удобный, хорошо наносится и держится. Регулярно покупаю. 
мягко ложится, отлично тушуется, но и быстро стирается
Класснючий, удобный грифель, цвет супер натуральный, очень удобно рисовать волоски
Абсолютная альтернатива карандашу тоже Вивьен сабо которым пользуются очень много кто. Единственное здесь нет щеточки, и форма стержня будет непривычна  первое время. 
Всё отлично, брови рисует как надо.
Для блондинки подошел  номер 01
Хороший карандаш, цвет не рыжий, натуральный
Со своей задачей справляется, цвет для блондинки подходит.
Цвет моих бровей. Советую 
Отличный карандаш
Удобный в использовании,хороший цвет,подойдёт бландинкам и брюнеткам
Отлично наносится, супер просто, теперь мой фаворит  
","[""Освежает лицо"", ""Мягко очищает"", ""Подсушивает"", ""Нежный"", ""Удобный""]"
"Понравился, как рисует брови, но цвет немного рыжит. Буду заказывать 01.
Нормально, я бы хотела обычный карандаш без скошенных моментов. Не сказать, что это что-то улучшает 
Карандашом довольна. Немного непривычно было поначалу использовать из-за скошенного грифеля. По цвету - совпадает с обычным автоматическим карандашом от Вивьен. Уступает ему в стойкости. 
Карандаш очень удобный в использовании, цвет идеальный 
Очень хороший карандаш, цвет коричневый, рекомендую 
очень удобный,  цвет порекомендовала визажист  - сама бы не взяла) точить не нужно, выкручивается,  грифель необычной формы, легко наносится, тушуется щеточкой с другой стороны, рекомендую 
Отличный карандаш! Очень удобный грифель 
","[""Освежает лицо"", ""Удобный"", ""Мягко очищает""]"
"обожаю эту фирму ! ещё и -40% было сразу купила . в магазине консультант сказал что это эмульсия прям ВАУУУУУУУУ для возрастной кожи ! ну посмотрим как она работает! товар пришёл целый и невредимый СПАСИБО БОЛЬШОЕ ЛАМОДА 

Прекрасная эмульсия для жирной кожи, хорошо увлажняет, нет блеска
Хорошо впитывается, есть небольшая отдушка , но она быстро улетучивается, пока всё устраивает, о каком-то результате говорить пока рано 
Отличный товар, оригинал, хорошо упакован. Цвет, запах, консистенция и нежность при нанесении. Все нравится, использую с сывороткой этого бренда. Буду приобретать крема однозначно. Кожа зрелая 45+.
Очень специфичный запах на любителя.
","[""Для чувствительной кожи"", ""Увлажняет надолго"", ""Быстро расходуется"", ""Нежный""]"
"Крем отличный.  Мне понравился. 
Всё понравилось 
Мой любимый
Хороший крем, плотный, для моей сухой кожи подходит отлично, впитывается быстро, наносить легко.
Самый лучший ночной крем , сроки были хорошие в пункте 
Хороший крем, понравился 
Пользуюсь кларансом давно, решила купить сменный блок, все ок
","[""Мягко очищает"", ""Для сухих волос"", ""Быстро расходуется""]"
"очень приятный
Очень люблю эту косметику, эта пенка очень нравиться, вообще все очищающий средства этого бренда супер
Хороший мусс 
отличный мусс , рекомендую к покупке 
Пришло всё целое,  брала на подарок,  всё устроило, спасибо la  за возможность покупать качественный товар и не переживать,  что получишь подделку )
Беру эту марку регулярно, один из моих любимых брендов. Мини упаковка удобна в бане, поездках. Качество не меняется. Цена доступна
Беру уже второй раз, отличный мусс 
Как всегда ,идеальная пенка 
Отлично очищает, не сушит кожу 
Мягкий,нежный.Такая свежесть после использования.
Рекомендую
Мягкое очищение кожи. После кожа не сохнет, останется увлажненной. 
Мне очень понравилась отдушка  
хороший мусс 
Хорошая пенка. Экономная, снимает макияж, если лень мицеляркой сначала его убрать) поры хорошо очищает 
Нереальный мусс❤️‍
Приятно пахнет, хорошо очищает.
Хорошо очищает, но после него нужен крем
Отличная пенка ! Рекомендую 
Мне не подошёл
Отлично  смывается 
","[""Мягко очищает"", ""Деликатно очищает"", ""Увлажняет надолго"", ""Не стягивает кожу"", ""Легкий аромат""]"
"Надо брать
Тон для меня темноват Не могу приспособиться в использовании!
Тяжеловат для тонкой кожи
Теплый довольно плотный оттенок, впитывается в кожу ровно.
В целом норм. Но показался очень плотным.
Идеально подошел к коже
Мне подходит
Плотный 
Как всегда самый лучший)
Отличный , тон идеальный, текстура приятная, распределяется мягко, не скатывается, маскирует круги. Спасибо Clarins и ламоде 
Упакован хорошо. Пока не пользовалась, но такой консилер покупаю часто, качество подсвечивает кожу под глазами, невесомый, отлично накладывается держится до вечера 
мне понравился, взяла для смуглой кожи на лето 
Хороший , мне подошел. ранееуже пользовалась этой фирмой , была довольна
Понравился, но немного не мой цвет. Рыжит. Есть эффект сияния
","[""Для чувствительной кожи"", ""Мягко очищает""]"
"Оттенок 02 не такой яркий как на фото, я бы сказала, что больше как натуральный мандарин. универсальный. легко наслаивается. можно сделать легкий оттенок, можно очень яркий. Пигментированные. Стойкость почти на весь день. На светлую кожу румяна переносятся легким оранжевым свежим натуральным оттенком.
Цвет шикарный! Освежает! Не осыпаются, качественные. 
не плохие, стойкость средняя
Матирует отлично 
Стойкие пигментированные румяна 
Румяна шикарные !
Матирует отлично

Матовые румяна, красивого персикового оттенка. 
Норм, без восторга
Очень классные 
Супер спасибо большое 
","[""Освежает лицо""]"
"Легкие красивые румяна , на лице смотрятся просто отлично.
Шикарные румяна, пигментированые. Блеск нереальный 
Не первые румяна Kiko. Этот цвет взяла для использования с теплыми оттенками помад. Хорошо тушуются, держатся практически  весь день. В некоторых отзывах сравнивают  с другим брендом, на фото видно, что Kiko более теплого оттенка, шиммер мельче и деликатнее, упаковка на мой взгляд более презентабельная и долговечная (другими румянами Kiko пользуюсь  несколько лет, и она как новая, а коробочка другого бренда однажды просто развалилась в руках, да и soft touch такое себе). Если не хочется тратиться на другой бренд (а мне уже не хочется), то эти румяна подойдут как замена: одна цветовая гамма, отличное качество
супер дорого и красиво выглядит на коже 
Красивый оттенок румян, стойкие и пигментированные.
Очень приятные румяна , пигментированные и стойкие, сияют. Очень довольна 
Лучшие румяна! Легко наносятся, красиво выглядят 
","[""Освежает лицо"", ""Отличное качество"", ""Нежный"", ""Увлажняет надолго""]"
"Цвет яркий, губы не сушит, норм
Увлажняет, цвет в морковный оттенок
Отличный товар
Яркий, плотный цвет Практически не растекается.
Мой любимый оттенок
","[""Освежает лицо"", ""Увлажняет надолго"", ""Не стягивает кожу""]"
"Очень нравится этот блеск. Не тяжёлый   красиво лежит на губах
Красивая палитра, ложится идеально
Лучшие блески.
Хороший блеск, очень приятный в нанесении и по эффекту
Пока не поняла всеобщей любви к этому блеску, наносится не очень удобно, держится средне 
Супер!
Давно о нем мечтала
Любимый блеск. Всегда в косметичке в нескольких оттенках! 
Увлажняет и питает губы. Прекрасно носится. Удобная пуховка, хотя кому-то не нравится ‍♀️ Стойкость как и у любого блеска — перекус не переживет, надо обновлять.
Я фанатка косметики CLARINS! 
блеск пришёл в хорошем состоянии. спасибо Ламода за цену
Отличный блеск 
Самый лучший блеск, который я встречала. Не сушит губы, очень красиво блестит. Цвет универсальный. 
Люблю эту помаду
Люблю этот блеск и цвет 
оригинал!!
","[""Питает кожу"", ""Мягко очищает"", ""Увлажняет надолго""]"
"Хороший набор, забрала со скидкой , спасибо 
Отличное увлажнение,бальзам для губ топ
Мой любимый бренд.Много лет пользуюсь.Крем для тела хорошо увлажняет и питает кожу.Ну и приятная цена набора,получается очень выгодно.Набор по цене крема для тела.
Отличный крем для увлажнения кожи 
Обожаю крем для тела из этого набора! Кожа после него невероятно мягкая, приятная, не липкая. Крем для рук и бальзам для губ пока не пробовала.
","[""Для чувствительной кожи"", ""Увлажняет надолго"", ""Питает кожу""]"
"Отличный набор
Товар пришел хорошо упакованным, срок годности 27 год. Марка нравиться, пользуюсь много лет. 
Отличный дорожный набор
Все понравилось.
Брала в презент, комплект полный, коробочка без повреждений, качество Кларанс на высоте, плюс на этот набор была выгодная скидка. 
Набор понравился. Полноценная по объёму тушь и плюс дополнение в тревел формате. Довольна покупкой!
Классный мини-набор
тушь густая,  стойкая. проверено, за весь день не отпечаталась, не осыпалась, но к щеточке придется привыкнуть. лайфхак чтобы как следует прокрасить реснички без слипания: наносить вибрирующими движениями от внешнего уголка к внутреннему
Отличный набор, содержит всё необходимое для быстрого макияжа
Хороший набор по цене туши . Упаковка отличная
Набор хороший, рекомендую к покупке.
Наборчик очень хороший. Тушь ложиться хорошо, жидкость для снятия макияжа справляется с задачей на отлично. Блеск просто супер.
Тушь и  бальзам понравились, средство для снятия макияжа щиплется 
Понравился набор. Полноразмерная тушь и миниатюры, которые удобно брать в самолет. 
Тушь так себе, кисточка не удобная, только блеск понравился, приятный
Покупала на подарок. пришла аккуратно упакованная коробка .
Хороший набор. Clarins как всегда на высоте.
Все понравилось, спасибо большое ламоде
Брала на подарки, упаковано нормально
Очень нравится блеск для губ , для снятия макияжа уже пользовалась раньше , тушь супер!
Прекрасный набор для подарка на 8 марта! 
Прекрасный набор по прмятной цене! Беру уже в 3 раз, мой вариант для путешествий. Качество отличное! Рекомендую!
Любимый производитель косметики 
Хороший наборчик , брала из за туши, она почему то не сильно впечатлила , размазывается легко , не сказать чтобы сильно подкручивает или удлиняет , до этого брала их же тушь 4D мне она подошла лучше 
Умывалка для глаз микроскопического размера 
Блеск для губ не понравился , холодный подтон, очень густая и липкая консистенция , неприятно ощущается на губах 
Брала в подарок. 
Все хорошо запаковано. 
Набор по цене туши 
Классный набор
Я в восторге! Тушь отличнейшая. Блеск шикарный. Средство для снятия макияжа вне конкуренции.
Тушь старая в комочках, сухая
Качественно исполнено 
Все супер ! Покупала с подарок дочке-подростку. 
Отличный набор. Полноразмерная тушь и две миниатюры
Набор хороший. Упаковка мятая, с дыркой. Заказывала на подарок, поэтому отказ. Перезаказать не вышло, товар распродан. Соответственно, ""моя"" вернётся в продажу
Покупала на подарок. Коробка пришла хорошо упакована и не повреждена
Отличный набор 
Любимая тушь с приятным дополнением в виде трэвел вариантов необходимых средств. Можно не только в подарок, но и для себя любимой- цена от покупки просто туши и такого наборчика не отличается)
В других магазинах только тушь стоит дороже чем набор
Спасибо ламода
Хороший набор, без косметичк 
Классный, блеска надолго хватает! Все очень хорошего качества, тушь легко снимается, не осыпается! 
Хороший подарок на 8 марта. Все довольны. Оригинал!
Люблю подарочные наборы
Прекрасный подарок ,для капризной дамы
Качество. Любимый бренд. Цена отличная.
Отличный набор. Подходит на  подарок. Или в качестве travel size  в отпуск
Пользуюсь постоянно рекомендую
Классный набор, туш приобретаю не первый раз, блеск так же отличный, подборка покупкой и качеством довольна
Очень хороший подарочный вариант , жаль только что очень маленький  
Пришел в отличном состоянии, классный набор по цене туши, брала в подарок, получатель в восторге)
Классный наборчик. Хорошо очищает макияж с глаз. Тушью довольна
","[""Освежает лицо"", ""Увлажняет надолго"", ""Отличное качество"", ""Удобный"", ""Легкий аромат"", ""Не сушит""]"
"Отличный аромат по классной цене !
Мужу очень понравился дезодорант .
Прекрасный аромат
Очень хороший дезик. Всем советую, хотя бы раз попробовать. 
Приятный аромат
Приятный аромат 
Запах от душой... Не айс
Вполне ровный аромат. 
Отличный, так говорит муж.
От него нету раздражения, как от аллюминийсодержащих. Аромат хороший, работает на отлично! 
Мужу нравится  
Стойкий, приятный аромат
Хороший Дезодорант, приятных запах. 
Приятный . Освежающий аромат 
Не очень как то запах
Такое летний какой то, огуречный 
Все как всегда, отличный аромат и стойкий эффект.
Хороший дезодорант 
Оценка 5. Но это обычный недорогой продукт с приятным запахом. Но чтобы прямо восторг - этого нет.
Отличный запах
Стойкий, приятный запах.
Подделка, не советую брать
Мне не понравился этот дезодорант
Лёгкий приятный аромат , не оставляет следов на одежде, но не очень стойкий 
Приятный аромат, супругу понравился 
хороший дезидорант
Приятный аромат, мужу понравился.
Вкусный, сладкий
Хороший аромат
Хороший запах. Неплохо защищает. Антонио Бандерас держит марку. 
хороший ,достойный 
Аромат четкий
Запаха практически нет от него 
Неплохой аромат 
Хороший парфюм
Приятный аромат
Лучшее соотношение цена/качество
Пойдёт,запах на любителя 
Нам нравится 
Отличный запах 
Цена качество супер, запах  очень приятный 
Нормальный запах!
","[""Легкий аромат"", ""Отличное качество"", ""Не оставляет пленки"", ""Не стягивает кожу""]"
"Брала на подарок 
не сушит, самое главное
Мой любимый цвет! Натуральный, помада просто великолепная, не уступает дорогим брендам
Шик и блеск
К сожалению не понравилась помада. Чувство стянутости на губах. 
Запах приятный, цвет отличается, как ложится на губы - не понравилось
Мягкая текстура,очень красивый нюдовый оттенок 
в целом довольна. Оттенок нейтральный, для повседневного использования.
Не подошла. Ни по цвету ни по качеству. Хотя покупала и не одну, но не в LM , может по сниженной цене 385
Классная помада, мягкая, ложится на губы идеально
","[""Мягко очищает"", ""Легкий аромат""]"
"ожидаемо хорош


Эта сыворотка для меня находка. Она нежнейшая! Так мягко и бережно увлажняет, обогащает , кожа наполненная, здоровый вид. Нет никакого ощущения липкости на лице.  
отличная сыворотка. быстро впитывается
Отличная сыворотка, расходуется достаточно экономично, после применения кожа стала увлажненная, напитанная и мягкая! Выравнился тон, стало меньше морщинок! Приятная консистенция, кожа заметно подтянулась! Довольна очень! При этом не оставляет липкости
Беру не в первый раз , видимо и не в последний
Сыворотка хорошо увлажняет кожу, быстро впитывается, не оставляет липкого слоя. 
Запах для меня резковат.. хотелось бы без запаха или менее интенсивный, но это мое субъективное мнение. 
В остальном покупкой довольна 
Моя любимая сыворотка теперь. Не липкая, легкая текстура. Кожа стала более ровной, жду сокращения морщин. Красивая баночка!
Ожидала большего
Сыворотка невероятная. Легкая, впитывается быстро. Кожа после неё очень нежная. В первые же дни виден результат. В комплексе с кремом работают на 1000%. 
Сыворотка достаточно быстро впитывается, я не жду полного впитывания, а наношу поверх крем, чтобы не было ощущения стянутости. Результат мне нравится, моя кожа свежая и гладкая, никакой вялости, тусклости. 
Замечательное средство! Сыворотка хорошо впитывается, раздражения не вызывает. Заметила улучшения уже после нескольких применений.
Моя любимая сыворотка. Хорошо впитывается, без липкости. Кода после нанесения, как будто сияет.
Сыворотка огонь, рекомендую однозначно
Всегда пользуюсь этой сывороткой:)
","[""Освежает лицо"", ""Мягко очищает"", ""Хорошо пенится"", ""Увлажняет надолго"", ""Быстро расходуется""]"
"Красивый цвет, достаточно небольшого количества при нанесении, иначе будет слишком ярко. Тушуются хорошо.
Красивые румяна
Легкий нежный тон с легким мерцанием
Освежает хорошо.
Первые ощущения от визуального осмотра были противоречивы, оттенок казался рыжим в тубе. Рискнула и не зря, на коже раскрывается красивым оттенком теплым но не настолько чтобы быть  оранжевым на щеках, очень освежающий персиково-розовый цвет с деликатным сиянием. 
Румяна , на мой взгляд, больше для девушек с загорелой кожей. Хороший оттенок, есть блеск 
","[""Освежает лицо"", ""Для чувствительной кожи""]"
"Насыщений цвет 
Классная помада ,выкупила
На фото шикарный тёмно-розовый цвет, а на самом деле она бордовая (((
Отличная помада 
Красивый цвет
","[""Освежает лицо""]"
"Стойкий аромат
Не оставляет следов на одежде,запах держится долго,приятный запах 
Запах потрясающий, сладкий, как я люблю. НО, хватает на 5 минут. Либо я должна сделать 10 пшиков, либо я не знаю. Цена совершенно не соответствует. Ну хоть на полдня бы оставался шлейф, но нет. Лишь из-за отсутствия хотя бы несколько часового запаха больше не закажу, пожалуй. 
Прикольный запах 
Отличный! 
Стопроцентный оригинал! Сравнила с таким же мистом, который покупала заграницей, в ориг магазине. Советую, запах невероятный, сладкий, но не душащий. Правда не очень стойкий, но пару часов аромат держится 
","[""Легкий аромат"", ""Не стягивает кожу""]"
"Оригинал. Пахнет как старые добрые ) 
Они изменили, у него неприятный запах.
Людям, которым нравится ваниль 
Очень классный аромат, кашемир придает роскоши, а ваниль сладость, они не на лето, больше подходят под осень-зиму 
оригинал, запах нереальный 
запах идеален
отличный аромат, но слишком сильно спиртом отдаёт
Классный аромат. 
К сожалению, запах, как по мне, вообще не тот, который был( У меня есть оригинал, который пахнет сильнее и приятнее, а этот новый запах как будто изменили и стал другим(
приехал вылитый 
","[""Легкий аромат""]"
"Хороший хайлайтер,но не сильно сияющий,такой умеренный 
Отличный! Красивое нанесение 
Отличный хайлайтер за эти деньги!
Не плохой хайлатер, но очень отличается от тестера в магазине косметики. Там мелкий помол, красивое песочное сияние, здесь крупный помол, выглядит как дешевые блестки , лежит без дела
Мелкий помол, не осыпается. 
","[""Не сушит""]"
"Отличный 
Комфортный 
На СР самое то
До этого лет 10 использовала лрп липикар 
Этот лучше !
Хорошо увлажняет, нравится
Беры не в первый раз этот бренд. Очень нравится. 
Этим кремом пользуемся всей семьей несколько лет. Подходит даже самым маленьким детям. Отлично увлажняет и заживляет очень сухую кожу. Пробовала несколько фирм, но остановилась именно на этом. Удобная экономичная упаковка 
Хорошо увлажняет 
Хороший
Срок годности можно найти слева от надписи BIODERMA (в моём случае). 
Нашла срок годности благодоря поддержке Lamoda.
Супер крем! У меня очень сухая кожа особенно в период отопления, в прошлую зиму он меня спас, увлажняет на целый день! По текстуре жирный, но не липкий. Без отдушки.
","[""Для сухих волос"", ""Увлажняет надолго""]"
"Отличный набор. 
Для знакомство с брендом супер
Понравилось всё
И как тревел формат вообще супер
Какие ароматы !любовь 
Итак, я как человек, активно использующий разные средства для загара, скажу так-масло помадного дерева-шляпа, ничего оно не делает, кокосовое масло-как и все другие, дарит отличный загар и аромат, за это масло переплачивать нет смысла! Гель алое воняет как мятная жвачка и никак не увлажняет кожу, это как будто водичка с химозным запахом мяты. Лосьон для тела-отличный, если бы не его запах, слишком сладкий, был бы нежнее, возможно лосьон повторила бы, 1 звезда-это за него и за опыт.
Покупала в подарок, красивая, качественная упаковка, все вкусно пахнет 
Хороший набор! 
Хотела на подарок , коробока испачкана , масло немного пролилось 
Формат удобен для путешествий и чтобы познакомиться с разными продуктами этой фирмы. 
Отличный набор в дорогу! Всего по чуть-чуть и хорошего качества
Немного разлилось масло(
Масла этой линейки просто творят чудеса с кожой
Набор прикольный, формат продуктов 25 мл, как раз достаточно чтоб познакомиться с данным брендом. Очень понравился гель для душа, аромат бомба и масло для загара. Кокосовое масло тоже очень классное, но это классика, ничем не отличается от кокосового масла, которое продаётся на каждом шагу в Таиланде. Лосьон с ванилью мне лично не зашёл слишком приторный аромат, хотя по текстуре лосьон понравился, быстро впитывается, хорошо увлажняет и после него кожа как будто сияет как после отдыха бывает.
Цена завышена 
Малышки такие, но в подарок ок 
Хороший набор 
Хороший набо о возможность попробовать все популярные продукты 
Масло для загара понравилось , все остальное так себе 
Лосьон слишком сладкий и очень трудно наносится 
Охлаждающий лосьон тоже не очень поняла 
Кокосовое масло так вообще стандартное …. 
Хорошо что попробовала мини версии , полный объем взяла бы только масло для загара… но опять с белыми вещами его не нанесешь… чуть не испачкала им белый новый купальник 
Купила на подарок. Очень хорошая фирма. 
Любимые масла для тела  невероятный аромат ❤️
Понравилось упаковка , можно брать в подарок
Отличный компактный набор для отпуска
С хорошей скидкой ❤️
Великолепный набор, взяла со скидкой, что особенно порадовало)
Визуально все супер!
Запахи тоже 
Идеальный тревел вариант 
Отличный набор .
Набор пришел в безупречном виде,идеально в подарок 
Спасибо большое , заказала на подарок очень понравилось!!!!!! Советую к покупке ! Ламода Вы лучшие !!!!!!!!
Пришел хорошо упакованный, целый, в дорогу брать удобно
Отлично на подарок,очень красиво и ароматно 
Но обратите внимание на размер,миниатюры размером с мизинец )) 
Наборчик топ
Удалось купить со скидкой, чему очень рада :)
Отличный вариант для знакомство с продуктами.Спасибо ламода за скидку. Всё пришло в целости и сохранности . Кстати отличный вариант в виде комплимента подруге например или сестре♥️ 
Крем для тела с ванилью просто божественный, будто собрали всё  вместе из кондитерской. Обычное Кокосовое масло и гель с алоэ для меня эффекта 0. А вот масло для загара делает просто очень красивый загар. НО очень пачкает одежду. Белые вещи можно выбрасывать. Удобно , что есть такой набор для затеста дорогих кремов.
Отличные миниатюрки в тревел формате 
Брала в отпуск , осталась очень довольна 
На удивление экономичный расход 
Купила набор для себя с хорошей скидкой,  красивая упаковка. Пока не пользовалась
Приятный наборчик как раз познакомится с брендом
Идеально на подарок!
Давно хотела 
Отличный набор, для ознакомления с продуктами
10/10
Распиариный бренд , ничего особенного , не было аллергии и хорошо 
Классная коробочка, идеальный размер, чтобы познакомиться с разными продуктами
","[""Удобный"", ""Легкий аромат"", ""Отличное качество""]"
"Красивый цвет!

Впервые брала каял. Брала для межреснички и так волшебно ложится, едва касаюсь и он уже на глазах и растушевывается отлично. Чуть цвет рыжеват, но в целом цвет красивый
Удобный и стойкий 
Спасибо за отзывы, карандаш отличный 
Выкупила другой карандаш от Вивьен сабо
Достаточно странная штука, рисует жирно, хорошо, но конус с пигментом непонятно, как дальше его точить, наверное просто карандаш в дереве надёжнее
Лучший кайал из всех что я пробовала, очень легко наносится, для межреснички просто идеально
Очень стойки, буду брать только этот
Не поняла, как и чем точить , когда острый кончик сотрется 
Очень понравился 
Хороший, мягкий, отлично тушуется, деликатный блеск, очень стойкий 
","[""Освежает лицо"", ""Мягко очищает"", ""Нежный""]"
"Мне неприятно берет губы( и запах не понравился… кому то может быть все понравится
Губы прям горят, эффект есть 
Прозрачный блеск, шипит)
Отличное масло, хорошо увлажняет и смягчает кожу губ
Пощипывает при нанесении,за счет этого пуш эффект,хорошо увлажняет,понравился
Заказала это масло спонтанно. Понравилось по фото. Но потом почитала отзывы и поняла, что жгучее средство мне не надо… Не стала забирать его в пункте выдачи. 
По качеству нормальное масло 
Не понравилось, эффекта не заметила, мне не подходит
Приятный запах,масло ложится ровно!
Обычный плампер)
Плампинг эффект не понравился, неприятно печёт, как перцем острым помазала
Вкусный запах
В начале жжет губы, но привыкаешь и норм, долго держаться на рубах, часа 3-4 
Консиллер оч.понравился...пощипывает губы приятно и делает их гладкими-выкуп однозначно
Отличное масло! Рекомендую 
Понравилось масло. Чуть пощипывает, но это не на долго. Удобная упаковка, масло к кисти поступает нажатием на выступающий наконечник, механизм автоматической ручки.  очень удобно. У меня держится на губах длительное время. Смягчает кожу. 
Качество! 
Реально увеличивает губы
Просто ни о чём. Горчит, горит, но эфекта объема нет(возможно нет аллергии ).  Масляная структура. 
Плюсы: класное дозирование в виде кнопочной ручки! Такое было у жидких помад в ив сан лоран, лучшая упаковка для помад. 
Буду использовать в качестве  борьбы с покусыванием губ)))
Отлично  увлажняет 
Он с перчинкой. Губкам приятно. Осенью кайф будет.
Отлично увлажняет 
Плампинг эффекта не заметила, очень щиплет, на этом всё , сама конструкция какая то хлипенькая
Губы горят , но отенка не дает 
Отличный продукт 
Не плохое масло, не сильно слипается.
Плампинг- эффекта не заметила.
А смягчает хорошо. 
Обычный блеск

Рекомендую. 
Пришел абсолютно пустой. Как ни щелкала, ни пыталась достать хоть капельку - нет. Пусто. Как вернуть теперь это невозвратное «добро»?
","[""Мягко очищает"", ""Увлажняет надолго"", ""Высокая плотность""]"
