good_type,old_tags,new_tag
Shoes,глянцевая кожа; искусственная кожа; качественная кожа; натуральная кожа; нежная кожа; приятная кожа,кожа
Shoes,гнётся подошва; дубовая подошва; жёсткая подошва; плоская подошва; подошва гнётся; подошва не стынет; подошва сплюснутая; прошита подошва; стирается подошва; твердая подошва; тонкая подошва; трескается подошва; удобная подошва,качественная подошва
Shoes,грязные,грязь на язычке
Shoes,две пары шнурков; с бежевыми шнурками,2 пары бежевых шнурков
Shoes,декоративные; качественные; комфортные; симпатичные; эффектные,стильные
Shoes,дефекты производства; незначительные дефекты,незначительные производственные дефекты
Shoes,для проблемной стопы; стопа смешается,коррекция стопы
Shoes,для средней полноты; подходят на среднюю стопу,средняя полнота
Shoes,для тренировок; подходят для спорта; удобные для спорта,спортивные
Shoes,есть шнурки; плотные шнурки; толстые шнурки; шнурки развязываются,шнурки
Shoes,жарко летом; летом жарко,летняя жара
Shoes,жестковато; жестковатые; жёсткие,жесткие
Shoes,заломы на коже; подошва в пятнах; яркие пятна при намокании,дефекты кожи и подошвы
Shoes,качественная замша; мягкая замша; элементы из замши,замша
Shoes,катышки на замше; носок с катышками,катышки
Shoes,качество ниже среднего,плохое качество
Shoes,классический стиль; классная кожа; классный внешний вид,классика
Shoes,клеевой след; пожелтели следы клея; проблемы с клеем,следы клея
Shoes,кожзам,кожзам подкладка
Shoes,комфортная колодка; неудобная колодка; широкая колодка,удобная колодка
Shoes,красивая модель; красивые; красивый цвет; цвет красивый,красивый дизайн
Shoes,лёгкие,легкие
Shoes,легко моется; легко стираются; легко чистятся; сложно чистить,легко чистить
Shoes,люверсы криво; слабые люверсы,дефектные люверсы
Shoes,маломерки; слегка маломерят,маломерят
Shoes,массивные; махровые,объемные
Shoes,мягкая кожа; мягкая ткань; мягкие; мягкие на ощупь,мягкая текстура
Shoes,натирают,натирает задник
Shoes,натирают пятку; пятка загибается,проблемы с пяткой
Shoes,не маркие; не скрипит; не трет; не трут,комфортная обувь
Shoes,не оригинал; оригинальная коробка; оригинальная упаковка; оригинальные,оригинал
Shoes,не соответствует размеру; немеряют по размеру; проблемы с размером; размер не соответствует,несоответствие размера
Shoes,небольшое утепление; недостаточно теплые; недостаточно тёплые; теплые; тёплые,теплые до нуля
Shoes,небольшой каблук,удобный каблук
Shoes,нежная расцветка,нежный цвет
Shoes,плотные,плотный материал
Shoes,повседневные,универсальные
Shoes,практичные; прочные,износостойкие
Shoes,промокаемые; промокают,промокаемость
Shoes,пружинят,пружинящие
Shoes,размерная сетка; размерная сетка неточная,неточная размерная сетка
Shoes,стелька с супинатором,с супинатором
Shoes,скрипят,скрипят при ходьбе
Shoes,соответствует размеру,соответствует описанию
Shoes,тяжеловаты; тяжёлые,тяжелые
Shoes,удобно надевать; удобные при беге,удобные кроссовки
Shoes,узковатые,узкие
Shoes,цвет как на фото; цвет темнее на фото,цвет отличается от фото
Shoes,широковаты,широкие
Shoes,яркие,яркий цвет
Shoes,качественная пошивка; высокое качество; качественная обувь,
Shoes,эстетичный вид; красивый дизайн; суперский дизайн,красивый дизайн
Shoes,большемерки; в размер; маломерят; несоответствие размера; неточная размерная сетка,
Shoes,стильные; стильные,стильные
Shoes,износостойкие; износостойкие,износостойкие
Shoes,мягкая текстура; мягкие,мягкий
Shoes,кожа; замша; кожзам подкладка; искусственные материалы внутри,материалы
Shoes,замша царапается; замша сцарапывается,замша царапается
Shoes,набойка на месте; с супинатором; поддерживающий задник; ортопедическая стелька; ортопедические вставки,ортопедические элементы
Shoes,легкие; невесомые,легкие
Shoes,для школы; универсальные; унисекс,универсальные
Shoes,дышащие; потеют в помещении,дышащие
Shoes,теплые до нуля; утепленные; для низких температур,утепленные
Shoes,спортивные; скоростные,спортивные
Shoes,для низких температур; весна-осень; летняя жара,сезонность
Shoes,широкие; узкие; средняя полнота,полнота
Shoes,цвет огонь; яркий цвет; нежный цвет; холодный оттенок; цвет отличается от фото; припыленно-розовый; цвет шикарный,цвет
Toys,аккуратная,аккуратная покраска
Toys,аккуратная упаковка; качественная упаковка; проблемы с упаковкой; целая упаковка; целостная упаковка,хорошая упаковка
Toys,безопасная; безопасная палочка; безопасное зеркальце,безопасный
Toys,мягкие липучки; прочные липучки,безопасные липучки
Toys,белый шум; шум воды нравится,звуки природы
Toys,цвета,бледные цвета
Toys,бубенчик звенит; звенит; звенит колокольчик,звенящие
Toys,ломается при использовании; может ломаться; портится быстро,быстро ломается
Toys,внимание к деталям; много деталей,детализированные игрушки
Toys,вода капает; наполняется водой,с водой
Toys,вращаются ушки; спадают с ушей,подвижные ушки
Toys,все работает; свет работает,свет исправен
Toys,высокое качество; качественная; качественная пошивка; качественно сделан; качественно сделана; качественно сделано; качественное исполнение; качественные; качественный; качественный звук; качественный набор; отличное качество; хорошее качество; хороший результат,качественная игрушка
Toys,держится отлично; удобно нажимать; удобно хватать; хорошо зашлифована,эргономичный дизайн
Toys,детали выпадают; отваливаются детали; разваливаются детали,непрочные детали
Toys,для детей 1-6 лет; для детей 6+; для детей 8-9 лет; для детей от 5 лет,для детей 1-9 лет
Toys,для игры; для логических игр; для моторики; для рисования; для фотосессии; удобные для игры,развивающие игрушки
Toys,для изучения математики; для изучения цветов,развивающие игрушки
Toys,долгая зарядка; долгая работа; долговечная,долговечный
Toys,долго держит батарею; проблемы с батарейками,работает от батареек
Toys,журчащий звук; звук работает; звуковая,звуковые эффекты
Toys,заедает механизм; заедают кнопки,заедание деталей
Toys,занимает ребенка; интересует ребенка; ребенок в восторге; увлекает ребенка,увлекательный
Toys,занимательный процесс,занимательная
Toys,западает кнопка; карандаш теряется; палка вылетает,дефекты деталей
Toys,интерактивная; интерактивные; оригинал; оригинальный; оригинальный дизайн; оригинальный товар,интерактивный
Toys,интересная; интересная для малышей; интересная для ребенка; интересная игрушка; интересный набор; интересный сюжет,интересная для детей
Toys,карточки; карточки в комплекте,карточки комплект
Toys,качественные материалы; натуральное дерево,натуральные материалы
Toys,пластик плохого качества; хорошее качество пластика; хороший пластик,качественный пластик
Toys,колеса не крутятся; кольцо не докручивается; не держится зайка; не открываются спреи,неисправности деталей
Toys,колыбельные мелодии,колыбельные песни
Toys,компактные; объем комфортный,компактный
Toys,красивая; симпатичный вид,красивый дизайн
Toys,красивый дизайн; милый дизайн; стильный дизайн; яркий дизайн,эстетичный дизайн
Toys,красочные; крупные,крупные красочные
Toys,крышка плохо держится; неудобное крепление; слабое крепление козырька,слабое крепление
Toys,легкие шарики; легкий вес,лёгкие игрушки
Toys,легко ломаются ручки; лёгкая для ручки; лёгкое нажатие кнопок,лёгкое управление
Toys,легко мыть; легко рисовать; легко стирать,легко чистить
Toys,маленькая; маленькие размеры; маленький набор; небольшой размер,маленький размер
Toys,меняет цвет; смешивание цветов,изменение цвета
Toys,мини-размер; серия мини,мини-игрушки
Toys,несколько режимов мелодий,много мелодий
Toys,много функций; работают функции,функциональная игрушка
Toys,многофункциональная; функциональная; функциональный; функциональный дизайн,функциональная игрушка
Toys,музыкальная,музыкальные инструменты
Toys,мягкая; мягкая игрушка; мягкие; мягкие уши; мягкий; мягкое свечение; с мягкими ручками,мягкие игрушки
Toys,мягко едет; плавно едет,плавный ход
Toys,не набирает воду; подача воды слабая,слабый насос
Toys,не прочный; прочная; прочная конструкция; прочные; прочный материал,прочный
Toys,негромкий звук; ненавязчивые мелодии,мягкий звук
Toys,нежная на ощупь,приятная на ощупь
Toys,пахнет,пахнет деревом
Toys,пищит,пищащая
Toys,приятная музыка; приятная цветовая гамма; тактильно приятная,сенсорная игрушка
Toys,пузырит; шуршит,пузырит шуршит
Toys,развивающая игрушка,развивающая
Toys,развлекательный; увлекательная игра,увлекательная игрушка
Toys,реалистичная игра; реалистичные; реалистичный; реалистичный вид,реалистичные игрушки
Toys,с блестками; с бубенчиками; с грызунком; с погремушкой,с аксессуарами
Toys,с мелодией; с музыкой; со звуком,звуковая игрушка
Toys,сказки; сказки и стихи,сказки и песни
Toys,удобная в поездках; удобно брать в дорогу,портативная игрушка
Toys,удобная подушка; удобные крепления,удобный
Toys,хлипкие соединения; хлипкий корпус,хлипкая конструкция
Toys,яркая; яркие; яркие краски; яркие рисунки,яркие цвета
Toys,быстро ломается; непрочные детали; дефекты деталей; неисправности деталей; слабое крепление; слабый насос; плохо работает кран; плохо набита; неровная форма; острые заусенцы; отлипают со временем; поврежден корпус; почти пустая; туговато режутся; хлипкая конструкция; крошится материал; некачественный дизайн; ограниченные объяснения; не очень интересные опыты; несоответствие шариков; стираются символы; занимательная; увлекательная игрушка; интересная для детей; самодельные маркеры; маски для раскраски; много красителя; можно как подушка; милые ежики; милая деталь; короткая дуга; кра́ткосрочный интерес; нет батареек в комплекте; требует лед; жидкость испарилась; гудит при работе; голова бабочки оторвана; грязно-серый цвет; грустные глаза,
Toys,качественная игрушка; функциональная игрушка,функциональная
Toys,эстетичный дизайн; эстетичная,красивый дизайн
Toys,мягкие игрушки; мягкий звук; мягкий,мягкий
Toys,много мелодий; колыбельные песни; песни,много мелодий
Toys,развивающая; развивающие игрушки,развивающие игрушки
Toys,увлекательный; увлекательная игрушка,увлекательный
